service_id,sunday,monday,tuesday,wednesday,thursday,friday,saturday,start_date,end_date
5721,0,0,0,0,0,1,0,20260423,20260519
5722,0,0,0,0,0,0,1,20260419,20260420
5723,0,0,0,0,0,1,0,20260419,20260421
5724,1,1,1,1,1,0,0,20260423,20260519
5725,0,0,0,0,0,1,0,20260423,20260519
5726,1,1,1,1,1,0,0,20260419,20260421
5727,1,1,1,1,1,1,0,20260420,20260420
5728,1,1,1,1,1,1,0,20260423,20260519
5729,0,0,0,0,0,1,0,20260423,20260519
5730,1,1,1,1,1,0,0,20260423,20260519
5731,1,1,1,1,1,0,0,20260420,20260420
5732,0,0,0,0,0,1,0,20260420,20260420
5733,1,1,1,1,1,1,0,20260420,20260420
5734,1,1,1,1,1,0,0,20260423,20260519
5735,1,1,1,1,1,1,0,20260423,20260519
5736,1,1,1,1,1,0,0,20260420,20260420
5737,1,1,1,1,1,0,0,20260421,20260519
5738,1,1,1,1,1,0,0,20260419,20260420
5739,0,0,0,0,0,0,1,20260419,20260420
5740,1,1,1,1,1,0,0,20260423,20260519
5741,0,0,0,0,0,0,1,20260423,20260519
5742,1,1,1,1,1,0,0,20260419,20260420
5743,0,0,0,0,0,1,0,20260423,20260519
5744,0,0,0,0,0,1,0,20260419,20260420
5745,1,1,1,1,1,0,0,20260423,20260519
5746,1,1,1,1,1,0,0,20260419,20260420
5747,0,0,0,0,0,1,0,20260419,20260420
5748,1,1,1,1,1,0,0,20260423,20260519
5749,0,0,0,0,0,1,0,20260423,20260519
5750,1,1,1,1,1,0,0,20260419,20260421
5751,1,1,1,1,1,0,0,20260423,20260519
5752,0,0,0,0,0,0,1,20260423,20260519
5753,0,0,0,0,0,1,0,20260419,20260420
5754,1,1,1,1,1,0,0,20260419,20260420
5755,0,0,0,0,0,1,0,20260423,20260519
5756,0,0,0,0,0,0,1,20260419,20260420
5757,1,1,1,1,1,0,0,20260423,20260519
5758,1,1,1,1,1,0,0,20260423,20260519
5759,0,0,0,0,0,0,1,20260419,20260420
5760,1,1,1,1,1,0,0,20260419,20260420
5761,0,0,0,0,0,0,1,20260423,20260519
5762,0,0,0,0,0,1,0,20260423,20260519
5763,1,1,1,1,1,1,0,20260419,20260420
5764,0,0,0,0,0,1,0,20260419,20260420
5765,1,1,1,1,1,1,0,20260423,20260519
5766,0,0,0,0,0,0,1,20260419,20260420
5767,0,0,0,0,0,0,1,20260423,20260519
5768,1,1,1,1,1,0,0,20260419,20260421
5769,1,1,1,1,1,0,0,20260423,20260519
5770,0,0,0,0,0,1,0,20260423,20260519
5771,0,0,0,0,0,1,0,20260419,20260421
5772,1,1,1,1,1,1,0,20260419,20260421
5773,1,1,1,1,1,0,0,20260423,20260519
5774,1,1,1,1,1,1,0,20260423,20260519
5775,1,1,1,1,1,0,0,20260419,20260421
5776,1,1,1,1,1,0,0,20260420,20260420
5777,0,0,0,0,0,1,0,20260420,20260420
5778,0,0,0,0,0,1,0,20260423,20260519
5779,1,1,1,1,1,1,0,20260423,20260519
5780,1,1,1,1,1,0,0,20260423,20260519
5781,1,1,1,1,1,1,0,20260420,20260420
5782,0,0,0,0,0,0,1,20260423,20260519
5783,0,0,0,0,0,0,1,20260419,20260420
5784,1,1,1,1,1,0,0,20260419,20260421
5785,1,1,1,1,1,0,0,20260423,20260519
5786,1,1,1,1,1,0,0,20260423,20260519
5787,1,1,1,1,1,0,0,20260419,20260421
5788,1,1,1,1,1,0,0,20260420,20260420
5789,1,1,1,1,1,1,0,20260420,20260420
5790,1,1,1,1,1,0,0,20260423,20260519
5791,1,1,1,1,1,1,0,20260423,20260519
5792,1,1,1,1,1,0,0,20260423,20260519
5793,1,1,1,1,1,1,0,20260423,20260519
5794,1,1,1,1,1,0,0,20260420,20260420
5795,1,1,1,1,1,1,0,20260420,20260420
5796,1,1,1,1,1,1,0,20260423,20260519
5797,1,1,1,1,1,0,0,20260420,20260420
5798,1,1,1,1,1,1,0,20260420,20260420
5799,1,1,1,1,1,0,0,20260423,20260519
5800,1,1,1,1,1,0,0,20260423,20260519
5801,1,1,1,1,1,0,0,20260419,20260420
5802,1,1,1,1,1,0,0,20260423,20260519
5803,1,1,1,1,1,0,0,20260419,20260421
5804,1,1,1,1,1,0,0,20260423,20260519
5805,1,1,1,1,1,0,0,20260419,20260421
5806,1,1,1,1,1,1,0,20260419,20260421
5807,1,1,1,1,1,1,0,20260423,20260519
5808,0,0,0,0,0,1,0,20260419,20260421
5809,0,0,0,0,0,1,0,20260423,20260519
5810,1,1,1,1,1,1,0,20260419,20260421
5811,1,1,1,1,1,1,0,20260423,20260519
5812,1,1,1,1,1,0,0,20260419,20260421
5813,1,1,1,1,1,0,0,20260423,20260519
5814,1,1,1,1,1,1,0,20260419,20260421
5815,1,1,1,1,1,1,0,20260423,20260519
5816,0,0,0,0,0,0,1,20260423,20260519
5817,0,0,0,0,0,1,0,20260423,20260519
5818,1,1,1,1,1,0,0,20260419,20260420
5819,0,0,0,0,0,0,1,20260419,20260420
5820,1,1,1,1,1,1,0,20260423,20260519
5821,1,1,1,1,1,1,0,20260419,20260420
5822,1,1,1,1,1,0,0,20260423,20260519
5823,0,0,0,0,0,1,0,20260419,20260420
5824,1,1,1,1,1,1,0,20260423,20260519
5825,0,0,0,0,0,1,0,20260420,20260421
5826,1,1,1,1,1,0,0,20260420,20260421
5827,1,1,1,1,1,0,0,20260423,20260519
5828,1,1,1,1,1,1,0,20260420,20260421
5829,0,0,0,0,0,1,0,20260423,20260519
5830,0,0,0,0,0,1,0,20260423,20260519
5831,1,1,1,1,1,1,0,20260419,20260421
5832,1,1,1,1,1,1,0,20260423,20260519
5833,0,0,0,0,0,1,0,20260419,20260421
5834,1,1,1,1,1,0,0,20260423,20260519
5835,1,1,1,1,1,0,0,20260419,20260421
5836,0,0,0,0,0,0,1,20260423,20260519
5837,1,1,1,1,1,0,0,20260423,20260519
5838,0,0,0,0,0,1,0,20260423,20260519
5839,0,0,0,0,0,1,0,20260423,20260519
5840,0,0,0,0,0,0,1,20260423,20260519
5841,1,1,1,1,1,0,0,20260423,20260519
5842,1,1,1,1,1,1,0,20260423,20260519
5843,1,1,1,1,1,0,1,20260423,20260519
5844,1,1,1,1,1,0,0,20260423,20260519
5845,1,1,1,1,1,1,0,20260423,20260519
5846,0,0,0,0,0,0,1,20260423,20260519
5847,0,0,0,0,0,1,0,20260423,20260519
5848,1,1,1,1,1,1,0,20260423,20260519
5849,1,1,1,1,1,0,0,20260423,20260519
5850,0,0,0,0,0,1,0,20260423,20260519
5851,0,0,0,0,0,0,1,20260423,20260519
5852,1,1,1,1,1,1,0,20260423,20260519
5853,1,0,0,0,0,0,0,20260423,20260519
5854,1,1,1,1,1,0,0,20260423,20260519
5855,0,0,0,0,0,1,0,20260423,20260519
5856,0,0,0,0,0,0,1,20260423,20260519
5857,0,0,0,0,0,0,1,20260423,20260519
5858,1,1,1,1,1,0,0,20260423,20260519
5859,0,0,0,0,0,1,0,20260423,20260519
5860,1,1,1,1,1,1,0,20260423,20260519
5861,1,1,1,1,1,0,0,20260419,20260420
5862,1,1,1,1,1,0,0,20260423,20260519
5863,1,1,1,1,1,0,0,20260419,20260519
5864,0,0,0,0,0,1,0,20260419,20260421
5865,1,0,0,0,0,1,0,20260423,20260519
5866,0,0,0,0,0,0,1,20260419,20260421
5867,1,1,1,1,1,0,0,20260423,20260519
5868,1,1,1,1,1,1,0,20260419,20260421
5869,1,0,0,0,0,0,0,20260423,20260519
5870,0,0,0,0,0,0,1,20260423,20260519
5871,1,0,0,0,0,1,0,20260419,20260421
5872,1,0,0,0,1,1,0,20260423,20260519
5873,0,1,1,1,1,1,0,20260423,20260519
5874,0,0,0,0,0,1,0,20260423,20260519
5875,1,1,1,1,1,1,0,20260423,20260519
5876,1,0,0,0,0,0,0,20260419,20260421
5877,0,1,1,1,1,1,0,20260419,20260421
5878,1,1,1,1,1,0,0,20260419,20260421
5879,1,0,0,0,1,1,0,20260419,20260421
5880,1,1,1,1,1,0,0,20260419,20260519
5881,0,0,0,0,1,1,0,20260423,20260519
5882,0,0,0,0,1,1,0,20260419,20260421
5883,1,0,0,0,0,0,0,20260419,20260421
5884,0,0,0,0,0,1,0,20260419,20260421
5885,0,0,0,0,0,0,1,20260423,20260519
5886,1,1,1,1,1,0,1,20260419,20260421
5887,0,0,0,0,0,0,1,20260419,20260421
5888,0,0,0,0,0,1,0,20260423,20260519
5889,1,1,1,1,1,0,1,20260423,20260519
5890,1,1,1,1,1,0,0,20260423,20260519
5891,1,1,1,1,1,0,0,20260419,20260421
5892,0,0,0,0,1,0,0,20260419,20260421
5893,1,0,0,0,0,0,0,20260423,20260519
5894,0,0,0,0,1,0,0,20260423,20260519
5895,1,1,1,1,1,0,0,20260419,20260519
5896,0,1,1,1,0,0,0,20260423,20260519
5897,1,0,0,0,0,0,0,20260423,20260519
5898,1,1,1,1,1,0,0,20260423,20260519
5899,1,1,1,1,1,0,0,20260419,20260420
5900,0,0,0,0,0,1,0,20260419,20260420
5901,1,1,1,1,1,0,0,20260423,20260519
5902,0,0,0,0,0,1,0,20260423,20260519
5903,0,0,0,0,0,0,1,20260423,20260519
5904,0,0,0,0,0,1,0,20260423,20260519
5905,1,1,1,1,1,0,0,20260423,20260519
5906,0,0,0,0,0,1,0,20260423,20260519
5907,1,1,1,1,1,1,0,20260423,20260519
5908,0,0,0,0,0,0,1,20260423,20260519
5909,1,1,1,1,1,0,0,20260423,20260519
5910,0,1,1,1,1,1,0,20260423,20260519
5911,0,1,1,1,1,1,0,20260419,20260420
5912,1,0,0,0,0,0,0,20260423,20260519
5913,1,0,0,0,0,0,0,20260419,20260420
5914,0,0,0,0,0,0,1,20260423,20260519
5915,1,1,1,1,1,1,0,20260423,20260519
5916,0,0,0,0,0,1,0,20260423,20260519
5917,1,1,1,1,1,0,0,20260423,20260519
5918,1,1,1,1,1,0,0,20260420,20260420
5919,1,1,1,1,1,0,0,20260423,20260519
5920,1,1,1,1,1,0,0,20260423,20260519
5921,1,1,1,1,1,0,0,20260420,20260420
5922,1,1,1,1,1,1,0,20260420,20260420
5923,1,1,1,1,1,0,0,20260420,20260420
5924,1,1,1,1,1,1,0,20260423,20260519
5925,1,1,1,1,1,0,0,20260423,20260519
5926,0,0,0,0,0,1,0,20260419,20260421
5927,1,1,1,1,1,0,0,20260423,20260519
5928,1,1,1,1,1,0,0,20260419,20260421
5929,0,0,0,0,0,1,0,20260423,20260519
5930,0,0,0,0,0,1,0,20260419,20260421
5931,1,1,1,1,1,0,0,20260423,20260519
5932,0,0,0,0,0,1,0,20260423,20260519
5933,1,1,1,1,1,0,0,20260419,20260421
5934,1,1,1,1,1,0,0,20260423,20260519
5935,1,1,1,1,1,0,0,20260419,20260421
5936,1,1,1,1,1,0,0,20260419,20260421
5937,1,1,1,1,1,1,0,20260419,20260421
5938,1,1,1,1,1,1,0,20260423,20260519
5939,1,1,1,1,1,0,0,20260423,20260519
5940,0,0,0,0,0,1,0,20260423,20260519
5941,0,0,0,0,0,1,0,20260419,20260420
5942,1,1,1,1,1,1,0,20260423,20260519
5943,1,1,1,1,1,0,0,20260419,20260420
5944,1,1,1,1,1,0,0,20260423,20260519
5945,0,0,0,0,0,0,1,20260423,20260519
5946,1,1,1,1,1,1,0,20260419,20260420
5947,0,0,0,0,0,0,1,20260419,20260420
5948,0,0,0,0,0,1,1,20260423,20260519
5949,0,0,0,0,0,1,0,20260423,20260519
5950,0,0,0,0,0,0,1,20260419,20260420
5951,0,0,0,0,0,1,0,20260419,20260420
5952,0,0,0,0,0,0,1,20260423,20260519
5953,1,1,1,1,1,0,0,20260419,20260420
5954,0,0,0,0,0,1,1,20260419,20260420
5955,1,1,1,1,1,0,0,20260423,20260519
5956,0,0,0,0,0,1,0,20260419,20260421
5957,0,0,0,0,0,1,0,20260423,20260519
5958,1,1,1,1,1,0,0,20260423,20260519
5959,1,1,1,1,1,0,0,20260419,20260421
5960,1,1,1,1,1,0,0,20260419,20260519
5961,0,0,0,0,0,1,0,20260423,20260519
5962,0,0,0,0,0,1,0,20260419,20260420
5963,1,1,1,1,1,0,0,20260423,20260519
5964,1,1,1,1,1,0,0,20260419,20260420
5965,0,0,0,0,0,1,0,20260421,20260519
5966,1,1,1,1,1,0,0,20260421,20260519
5967,0,0,0,0,0,1,0,20260419,20260519
5968,1,1,1,1,1,0,0,20260419,20260519
5969,1,1,1,1,1,0,0,20260423,20260519
5970,1,1,1,1,1,0,0,20260419,20260421
5971,1,1,1,1,1,0,0,20260423,20260519
5972,1,1,1,1,1,0,0,20260419,20260421
5973,0,0,0,0,0,0,1,20260419,20260421
5974,0,0,0,0,0,1,0,20260419,20260421
5975,1,1,1,1,1,1,0,20260423,20260519
5976,1,1,1,1,1,0,0,20260423,20260519
5977,0,1,1,1,1,1,0,20260419,20260421
5978,0,0,0,0,0,0,1,20260423,20260519
5979,0,1,1,1,1,1,0,20260423,20260519
5980,1,1,1,1,1,1,0,20260419,20260421
5981,1,1,1,1,1,0,0,20260419,20260421
5982,0,0,0,0,0,1,0,20260423,20260519
5983,1,1,1,1,1,0,0,20260423,20260519
5984,0,0,0,0,0,0,1,20260423,20260519
5985,1,1,1,1,1,1,0,20260423,20260519
5986,0,0,0,0,0,1,0,20260423,20260519
5987,0,0,0,0,0,1,0,20260423,20260519
5988,1,1,1,1,1,1,0,20260419,20260420
5989,1,1,1,1,1,1,0,20260423,20260519
5990,0,0,0,0,0,1,0,20260419,20260420
5991,1,1,1,1,1,0,0,20260419,20260420
5992,1,1,1,1,1,0,0,20260423,20260519
5993,1,1,1,1,1,0,0,20260423,20260519
5994,0,0,0,0,0,1,0,20260420,20260420
5995,0,0,0,0,0,1,0,20260423,20260519
5996,1,1,1,1,1,0,0,20260420,20260420
5997,1,1,1,1,1,0,0,20260419,20260421
5998,1,1,1,1,1,0,0,20260423,20260519
5999,1,1,1,1,1,0,0,20260423,20260519
6000,1,1,1,1,1,0,0,20260419,20260421
6001,1,1,1,1,1,0,0,20260419,20260421
6002,1,1,1,1,1,0,0,20260423,20260519
6003,1,1,1,1,1,0,0,20260423,20260519
6004,1,1,1,1,1,0,0,20260419,20260421
6005,1,1,1,1,1,0,0,20260423,20260519
6006,1,1,1,1,1,0,0,20260419,20260421
6007,1,1,1,1,1,0,0,20260419,20260421
6008,1,1,1,1,1,0,0,20260423,20260519
6009,1,1,1,1,1,0,0,20260419,20260421
6010,1,1,1,1,1,0,0,20260423,20260519
6011,1,1,1,1,1,0,0,20260419,20260421
6012,1,1,1,1,1,0,0,20260423,20260519
6013,1,1,1,1,1,0,0,20260423,20260519
6014,1,1,1,1,1,0,0,20260419,20260421
6015,1,1,1,1,1,0,0,20260419,20260421
6016,1,1,1,1,1,0,0,20260423,20260519
6017,1,1,1,1,1,0,0,20260423,20260519
6018,1,1,1,1,1,0,0,20260419,20260421
6019,1,1,1,1,1,0,0,20260423,20260519
6020,1,1,1,1,1,0,0,20260419,20260421
6021,1,1,1,1,1,0,0,20260423,20260519
6022,1,1,1,1,1,0,0,20260419,20260421
6023,1,1,1,1,1,0,0,20260419,20260421
6024,1,1,1,1,1,0,0,20260423,20260519
6025,1,1,1,1,1,0,0,20260423,20260519
6026,1,1,1,1,1,0,0,20260419,20260421
6027,1,1,1,1,1,0,0,20260419,20260421
6028,1,1,1,1,1,0,0,20260423,20260519
6029,0,0,0,0,0,0,1,20260423,20260519
6030,0,0,0,0,0,1,0,20260423,20260519
6031,1,1,1,1,1,0,0,20260423,20260519
6032,0,0,0,0,0,0,1,20260419,20260420
6033,0,0,0,0,0,0,1,20260423,20260519
6034,0,0,0,0,0,1,0,20260423,20260519
6035,0,0,0,0,0,1,0,20260419,20260420
6036,0,0,0,0,0,0,1,20260423,20260519
6037,0,0,0,0,0,0,1,20260419,20260420
6038,0,0,0,0,0,0,1,20260423,20260519
6039,1,1,1,1,1,0,0,20260423,20260519
6040,1,1,1,1,1,1,0,20260419,20260421
6041,0,0,0,0,0,0,1,20260419,20260421
6042,1,1,1,1,1,1,0,20260423,20260519
6043,1,1,1,1,1,0,0,20260419,20260421
6044,0,0,0,0,0,0,1,20260423,20260519
6045,1,1,1,1,1,0,0,20260423,20260519
6046,0,0,0,0,0,0,1,20260419,20260421
6047,1,1,1,1,1,0,0,20260419,20260421
6048,1,1,1,1,1,1,0,20260423,20260519
6049,1,1,1,1,1,1,0,20260419,20260421
6050,0,0,0,0,0,0,1,20260423,20260519
6051,1,1,1,1,1,0,0,20260423,20260519
6052,1,1,1,1,1,0,0,20260419,20260421
6053,0,0,0,0,0,1,0,20260423,20260519
6054,0,0,0,0,0,0,1,20260419,20260421
6055,0,0,0,0,0,1,0,20260419,20260421
6056,1,1,1,1,1,1,0,20260423,20260519
6057,0,0,0,0,0,1,0,20260419,20260421
6058,0,0,0,0,0,0,1,20260423,20260519
6059,0,0,0,0,0,0,1,20260419,20260421
6060,1,1,1,1,1,0,0,20260419,20260421
6061,1,1,1,1,1,0,0,20260423,20260519
6062,1,1,1,1,1,1,0,20260419,20260421
6063,0,0,0,0,0,1,0,20260423,20260519
6064,1,1,1,1,1,1,0,20260423,20260519
6065,1,1,1,1,1,0,0,20260423,20260519
6066,0,0,0,0,0,0,1,20260419,20260421
6067,1,1,1,1,1,0,0,20260419,20260421
6068,0,0,0,0,0,1,0,20260423,20260519
6069,0,0,0,0,0,0,1,20260423,20260519
6070,0,0,0,0,0,1,0,20260419,20260421
6071,1,1,1,1,1,1,0,20260419,20260421
6072,1,1,1,1,1,0,0,20260419,20260421
6073,1,1,1,1,1,0,0,20260423,20260519
6074,0,0,0,0,0,1,0,20260423,20260519
6075,1,1,1,1,1,1,0,20260419,20260421
6076,0,0,0,0,0,1,0,20260419,20260421
6077,0,0,0,0,0,0,1,20260423,20260519
6078,1,1,1,1,1,1,0,20260423,20260519
6079,0,0,0,0,0,0,1,20260419,20260421
6080,1,1,1,1,1,0,0,20260428,20260519
6081,1,1,1,1,1,0,0,20260423,20260427
6082,1,1,1,1,1,0,0,20260419,20260421
6083,1,1,1,1,1,0,0,20260420,20260420
6084,1,1,1,1,1,0,0,20260423,20260519
6085,1,1,1,1,1,0,0,20260420,20260420
6086,1,1,1,1,1,0,0,20260423,20260519
6087,1,1,1,1,1,0,0,20260423,20260519
6088,1,1,1,1,1,0,0,20260419,20260421
6089,1,1,1,1,1,0,0,20260419,20260421
6090,1,1,1,1,1,0,0,20260423,20260519
6091,1,1,1,1,1,0,0,20260419,20260519
6092,1,1,1,1,1,1,0,20260419,20260519
6093,1,1,1,1,1,1,0,20260419,20260519
6094,1,1,1,1,1,0,0,20260419,20260519
6095,1,1,1,1,1,0,0,20260419,20260519
6096,1,1,1,1,1,1,0,20260419,20260519
6097,0,0,0,0,0,1,0,20260419,20260519
6098,0,0,0,0,0,1,0,20260419,20260519
6099,1,1,1,1,1,0,0,20260419,20260519
6100,1,1,1,1,1,1,0,20260419,20260519
6101,0,0,0,0,0,1,0,20260419,20260519
6102,1,1,1,1,1,0,0,20260419,20260519
6103,1,1,1,1,1,1,0,20260419,20260519
6104,0,0,0,0,0,0,1,20260419,20260519
6105,1,1,1,1,1,0,0,20260419,20260519
6106,1,1,1,1,1,0,0,20260419,20260519
6107,0,0,0,0,0,1,1,20260419,20260519
6108,0,0,0,0,0,0,1,20260419,20260519
6109,1,1,1,1,1,0,1,20260419,20260519
6110,1,1,1,1,1,0,0,20260419,20260519
6111,0,0,0,0,0,1,0,20260419,20260519
6112,1,1,1,1,1,1,0,20260419,20260519
6113,1,1,1,1,1,1,1,20260419,20260519
6114,1,1,1,1,1,0,0,20260419,20260421
6115,1,1,1,1,1,0,0,20260423,20260519
6116,0,0,0,0,0,1,0,20260419,20260421
6117,1,1,1,1,1,1,0,20260423,20260519
6118,1,1,1,1,1,0,0,20260419,20260421
6119,1,1,1,1,1,0,0,20260423,20260519
6120,1,1,1,1,1,1,0,20260419,20260421
6121,0,0,0,0,0,1,0,20260423,20260519
6122,1,1,1,1,1,1,0,20260419,20260421
6123,1,1,1,1,1,0,0,20260423,20260519
6124,0,0,0,0,0,1,0,20260423,20260519
6125,0,0,0,0,0,1,0,20260419,20260421
6126,1,1,1,1,1,1,0,20260423,20260519
6127,1,1,1,1,1,0,0,20260419,20260421
6128,0,0,0,0,0,0,1,20260419,20260421
6129,1,1,1,1,1,0,1,20260419,20260421
6130,1,1,1,1,1,1,1,20260423,20260519
6131,1,1,1,1,1,1,1,20260419,20260421
6132,1,1,1,1,1,1,0,20260423,20260519
6133,1,1,1,1,1,0,0,20260419,20260421
6134,0,0,0,0,0,0,1,20260423,20260519
6135,1,1,1,1,1,0,1,20260423,20260519
6136,1,1,1,1,1,1,0,20260419,20260421
6137,1,1,1,1,1,0,0,20260423,20260519
6138,1,1,1,1,1,0,1,20260423,20260519
6139,1,1,1,1,1,0,0,20260423,20260519
6140,1,1,1,1,1,1,1,20260419,20260421
6141,0,0,0,0,0,0,1,20260423,20260519
6142,1,1,1,1,1,0,0,20260419,20260421
6143,0,0,0,0,0,0,1,20260419,20260421
6144,1,1,1,1,1,1,1,20260423,20260519
6145,1,1,1,1,1,1,0,20260419,20260421
6146,1,1,1,1,1,0,1,20260419,20260421
6147,1,1,1,1,1,1,0,20260423,20260519
6148,1,1,1,1,1,1,0,20260419,20260421
6149,1,1,1,1,1,1,0,20260423,20260519
6150,1,1,1,1,1,0,0,20260423,20260519
6151,1,1,1,1,1,0,0,20260419,20260421
6152,1,1,1,1,1,0,0,20260423,20260519
6153,1,1,1,1,1,1,0,20260423,20260519
6154,1,1,1,1,1,1,0,20260419,20260421
6155,1,1,1,1,1,0,0,20260419,20260421
6156,1,1,1,1,1,0,1,20260419,20260519
6157,0,0,0,0,0,0,1,20260419,20260519
6158,1,1,1,1,1,1,0,20260419,20260519
6159,0,0,0,0,0,1,1,20260419,20260519
6160,1,1,1,1,1,0,0,20260419,20260519
6161,1,1,1,1,1,1,1,20260419,20260519
6162,0,0,0,0,0,1,0,20260419,20260519
6163,1,1,1,1,1,0,0,20260423,20260519
6164,1,1,1,1,1,0,0,20260419,20260420
6165,1,1,1,1,1,0,0,20260419,20260519
6166,1,1,1,1,1,0,0,20260419,20260519
6167,0,1,1,1,1,1,0,20260419,20260519
6168,1,1,1,1,1,1,1,20260419,20260519
6169,0,0,0,0,0,0,1,20260419,20260519
6170,1,1,1,1,1,0,0,20260419,20260519
6171,0,0,0,0,0,1,0,20260419,20260519
6172,1,1,1,1,1,1,0,20260419,20260519
6173,0,0,0,0,0,1,1,20260419,20260519
6174,1,1,1,1,1,1,0,20260423,20260519
6175,1,1,1,1,1,0,0,20260423,20260519
6176,0,0,0,0,0,0,1,20260419,20260420
6177,1,1,1,1,1,0,1,20260423,20260519
6178,1,1,1,1,1,0,1,20260419,20260420
6179,0,0,0,0,0,0,1,20260423,20260519
6180,1,1,1,1,1,0,0,20260419,20260420
6181,1,1,1,1,1,1,0,20260419,20260420
6182,1,1,1,1,1,0,1,20260423,20260519
6183,1,1,1,1,1,1,1,20260423,20260519
6184,0,0,0,0,0,1,0,20260423,20260519
6185,1,1,1,1,1,0,1,20260423,20260519
6186,1,1,1,1,1,1,1,20260423,20260519
6187,0,0,0,0,0,1,0,20260423,20260519
6188,1,1,1,1,1,0,1,20260423,20260519
6189,0,0,0,0,0,1,0,20260423,20260519
6190,1,1,1,1,1,1,1,20260423,20260519
6191,0,0,0,0,0,1,0,20260423,20260519
6192,1,1,1,1,1,1,1,20260423,20260519
6193,1,1,1,1,1,0,1,20260423,20260519
6194,1,1,1,1,1,0,0,20260423,20260519
6195,1,1,1,1,1,1,0,20260419,20260420
6196,0,0,0,0,0,0,1,20260423,20260519
6197,1,1,1,1,1,0,0,20260419,20260420
6198,0,0,0,0,0,0,1,20260419,20260420
6199,0,0,0,0,0,1,0,20260423,20260519
6200,0,0,0,0,0,1,0,20260419,20260420
6201,1,1,1,1,1,1,0,20260423,20260519
6202,1,1,1,1,1,1,0,20260423,20260519
6203,0,0,0,0,0,1,0,20260420,20260421
6204,1,1,1,1,1,1,0,20260420,20260421
6205,0,0,0,0,0,1,0,20260423,20260519
6206,1,1,1,1,1,0,0,20260420,20260421
6207,1,1,1,1,1,0,0,20260423,20260519
6208,1,1,1,1,1,0,0,20260423,20260519
6209,1,1,1,1,1,0,0,20260419,20260421
6210,1,1,1,1,1,0,0,20260419,20260420
6211,1,1,1,1,1,0,0,20260423,20260519
6212,0,0,0,0,0,1,0,20260419,20260420
6213,1,1,1,1,1,0,0,20260419,20260420
6214,0,0,0,0,0,1,0,20260423,20260519
6215,1,1,1,1,1,0,0,20260423,20260519
6216,0,0,0,0,0,0,1,20260423,20260519
6217,0,0,0,0,0,1,0,20260419,20260421
6218,1,1,1,1,1,0,0,20260419,20260421
6219,0,0,0,0,0,0,1,20260419,20260421
6220,0,0,0,0,0,1,0,20260423,20260519
6221,1,1,1,1,1,0,0,20260423,20260519
6222,1,1,1,1,1,1,0,20260423,20260519
6223,1,1,1,1,1,1,0,20260419,20260421
6224,1,1,1,1,1,0,0,20260419,20260421
6225,1,1,1,1,1,0,0,20260423,20260519
6226,0,0,0,0,0,1,0,20260423,20260519
6227,0,0,0,0,0,1,0,20260419,20260421
6228,0,0,0,0,0,1,0,20260423,20260519
6229,1,1,1,1,1,0,0,20260423,20260519
6230,1,1,1,1,1,0,0,20260419,20260421
6231,0,0,0,0,0,1,0,20260419,20260421
6232,0,1,1,1,1,1,0,20260423,20260519
6233,0,1,1,1,1,1,0,20260419,20260421
6234,1,1,1,1,1,0,0,20260423,20260519
6235,1,1,1,1,1,0,0,20260419,20260421
6236,1,1,1,1,1,1,0,20260423,20260519
6237,1,1,1,1,1,1,0,20260419,20260421
6238,1,1,1,1,1,0,0,20260423,20260519
6239,1,1,1,1,1,0,0,20260423,20260519
6240,1,1,1,1,1,0,0,20260419,20260421
6241,1,1,1,1,1,0,0,20260423,20260519
6242,1,1,1,1,1,0,0,20260419,20260421
6243,1,1,1,1,1,1,0,20260423,20260519
6244,1,1,1,1,1,1,0,20260419,20260421
6245,1,1,1,1,1,1,0,20260423,20260519
6246,1,1,1,1,1,1,0,20260419,20260421
6247,0,0,0,0,0,1,0,20260423,20260519
6248,1,1,1,1,1,0,0,20260420,20260421
6249,1,1,1,1,1,0,0,20260423,20260519
6250,0,0,0,0,0,1,0,20260420,20260421
6251,1,1,1,1,1,1,0,20260423,20260519
6252,1,1,1,1,1,1,0,20260420,20260421
6253,0,0,0,0,0,1,0,20260419,20260519
6254,0,0,0,0,0,0,1,20260419,20260519
6255,0,0,0,0,0,0,1,20260423,20260519
6256,0,0,0,0,0,1,0,20260419,20260421
6257,0,0,0,0,0,1,0,20260423,20260519
6258,0,0,0,0,0,0,1,20260419,20260421
6259,1,1,1,1,1,0,0,20260419,20260421
6260,1,1,1,1,1,1,0,20260423,20260519
6261,1,1,1,1,1,1,0,20260419,20260421
6262,0,0,0,0,0,1,0,20260423,20260519
6263,0,0,0,0,0,1,0,20260419,20260421
6264,1,1,1,1,1,0,0,20260423,20260519
6265,1,1,1,1,1,1,0,20260419,20260421
6266,1,1,1,1,1,1,0,20260423,20260519
6267,0,0,0,0,0,1,0,20260419,20260421
6268,1,1,1,1,1,0,0,20260419,20260421
6269,1,1,1,1,1,0,0,20260423,20260519
6270,0,0,0,0,0,1,0,20260423,20260519
6271,0,0,0,0,1,0,0,20260423,20260519
6272,0,0,0,0,1,0,0,20260420,20260420
6273,0,0,0,0,1,0,0,20260423,20260519
6274,0,0,0,0,1,0,0,20260420,20260420
6275,0,0,0,0,1,0,0,20260423,20260519
6276,0,0,0,0,1,0,0,20260420,20260420
6277,1,1,1,1,1,0,0,20260423,20260519
6278,1,1,1,1,1,0,0,20260419,20260421
